"id","Name","Full_Address","Website","Plus_Code","Rating","Reviews","URL",
"126","Bud Spencer Statue","Budapest, Corvin sétány 1, 1082 Hungary","","F3PG+86 Budapest, Hungary","4.5","553","https://www.google.com/maps/place/Bud+Spencer+Statue/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dcf77586da8f:0x922475e966a7a124!8m2!3d47.4858242!4d19.0755845?hl=en",
"125","Rudas Baths","Budapest, Döbrentei tér 9, 1013 Hungary","rudasfurdo.hu","F2QX+M4 Budapest, Hungary","4.5","8,207","https://www.google.com/maps/place/Rudas+Baths/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc48793a07bf:0xe30c631dc2a0f87a!8m2!3d47.4891977!4d19.0477808?hl=en",
"124","מצודת הדייגים","Budapest, halaszbastya, Hungary","","G22M+VW Budapest, Hungary","4.7","179","https://www.google.com/maps/place/%D7%9E%D7%A6%D7%95%D7%93%D7%AA+%D7%94%D7%93%D7%99%D7%99%D7%92%D7%99%D7%9D%E2%80%AD/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc1880df4fcf:0xffc1d4af82d9fee9!8m2!3d47.5021827!4d19.0347812?hl=en",
"123","Piroska Szántó Memorial Museum","Budapest, Várkert rkp. 17, 1013 Hungary","museum.hu","F2RW+J5 Budapest, Hungary","4.7","3","https://www.google.com/maps/place/Piroska+Sz%C3%A1nt%C3%B3+Memorial+Museum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc38717ef7a7:0xa86ffbffa31fee1d!8m2!3d47.4915405!4d19.0453864?hl=en",
"122","Gül Baba and Rosegarden","Budapest, Mecset u. 14, 1023 Hungary","gulbabaalapitvany.hu","G28M+9X Budapest, Hungary","4.7","2,193","https://www.google.com/maps/place/G%C3%BCl+Baba+and+Rosegarden/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc0215ef3f7d:0xc11b28f218965f53!8m2!3d47.5159689!4d19.0349263?hl=en",
"121","Franz Liszt Memorial Museum","Budapest, Vörösmarty u. 35, 1064 Hungary","lisztmuseum.hu","G348+QJ Budapest, Hungary","4.4","406","https://www.google.com/maps/place/Franz+Liszt+Memorial+Museum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc71deb745b7:0xf46abe0cba5c20f2!8m2!3d47.5069134!4d19.066522?hl=en",
"120","Flippermúzeum","Budapest, Radnóti Miklós u. 18, 1137 Hungary","flippermuzeum.hu","G373+RP Budapest, Hungary","4.8","2,740","https://www.google.com/maps/place/Flipperm%C3%BAzeum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc8e631e1345:0xceee40f64ddf098e!8m2!3d47.51456!4d19.054343?hl=en",
"119","Fiumei Road Graveyard","Budapest, Fiumei út 16-18, 1086 Hungary","fiumeiutisirkert.nori.gov.hu","F3WM+9V Budapest, Hungary","4.7","318","https://www.google.com/maps/place/Fiumei+Road+Graveyard/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc8b09fec997:0x986073c785ded0c5!8m2!3d47.495967!4d19.084736?hl=en",
"118","Róth Museum","Budapest, Nefelejcs u. 26, 1078 Hungary","rothmuzeum.hu","G33J+9F Budapest, Hungary","4.8","207","https://www.google.com/maps/place/R%C3%B3th+Museum/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc62d041b08f:0x3d54ff22f9f77505!8m2!3d47.503454!4d19.0811509?hl=en",
"117","Garden of Philosophers","Budapest, 1016 Hungary","kozterkep.hu","F2QQ+PQ Budapest, Hungary","4.7","2,110","https://www.google.com/maps/place/Garden+of+Philosophers/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc3716c1a04d:0xf0c3ca386b52c874!8m2!3d47.4892772!4d19.0394019?hl=en",
"116","Jaki Chapel","Budapest, 1146 Hungary","jakikapolna.hu","G38M+73 Budapest, Hungary","4.7","269","https://www.google.com/maps/place/Jaki+Chapel/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741db87116792bb:0xd6d17551cb7d9e0c!8m2!3d47.5156531!4d19.0827132?hl=en",
"115","Szemlő Mountain Cave","Budapest, Pusztaszeri út 35, 1025 Hungary","dunaipoly.hu","G2HG+72 Budapest, Hungary","4.7","1,795","https://www.google.com/maps/place/Szeml%C5%91+Mountain+Cave/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741d94de5fa5bff:0xab5cb9d510af4e8f!8m2!3d47.5282466!4d19.0250188?hl=en",
"114","Klauzál tér","Budapest, Klauzál tér 3, 1072 Hungary","","F3X7+VC Budapest, Hungary","4.1","1,639","https://www.google.com/maps/place/Klauz%C3%A1l+t%C3%A9r/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc68f9d147cf:0x2de4b119f530e842!8m2!3d47.4996948!4d19.0635719?hl=en",
"113","Károlyi Garden","Budapest, Károlyi kert 25, 1053 Hungary","kertszovetseg.net","F3R5+RW Budapest, Hungary","4.7","1,944","https://www.google.com/maps/place/K%C3%A1rolyi+Garden/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc436086c915:0x7442f23220e2644!8m2!3d47.4920944!4d19.059775?hl=en",
"112","Teleki–Tisza-kastély Nagykovácsi","Nagykovácsi, Kossuth Lajos u. 2, 2094 Hungary","teleki-tisza-kastely.hu","HVGR+7J Nagykovácsi, Hungary","4.5","96","https://www.google.com/maps/place/Teleki%E2%80%93Tisza-kast%C3%A9ly+Nagykov%C3%A1csi/@47.5076282,19.0059231,12z/data=!4m12!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m7!1s0x476a76f723eafd95:0xc1f01d8e323057bc!5m2!4m1!1i2!8m2!3d47.575731!4d18.89151?hl=en",
"111","Museum of Fine Arts","Budapest, Dózsa György út 41, 1146 Hungary","szepmuveszeti.hu","G38G+FH Budapest, Hungary","4.7","4,533","https://www.google.com/maps/place/Museum+of+Fine+Arts/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741db883b6fa1fb:0x1b4bb797f6b7e339!8m2!3d47.5162036!4d19.0764374?hl=en",
"110","Hungarian Museum of Trade and Tourism","Budapest, Korona tér 1, 1036 Hungary","mkvm.hu","G2QV+F7 Budapest, Hungary","4.7","663","https://www.google.com/maps/place/Hungarian+Museum+of+Trade+and+Tourism/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc6b215c23b5:0x3ea55dac87d2818a!8m2!3d47.538689!4d19.0432167?hl=en",
"109","The Fat Policeman Statue","Budapest, Zrínyi u., 1051 Hungary","","G322+69 Budapest, Hungary","4.5","514","https://www.google.com/maps/place/The+Fat+Policeman+Statue/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc1538cd8c3f:0x2c8fcea2479a8025!8m2!3d47.5005358!4d19.0509856?hl=en",
"108","Mihály Vörösmarty Statue","Budapest, Vörösmarty tér 3, 1051 Hungary","","F3W2+H8 Budapest, Hungary","4.4","129","https://www.google.com/maps/place/Mih%C3%A1ly+V%C3%B6r%C3%B6smarty+Statue/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc4088597a3b:0xebcab484a3f67a40!8m2!3d47.4964681!4d19.0507559?hl=en",
"107","Monuments and memorials to the Katyń Massacre in Budapest","Budapest, Katinyi mártírok parkja, 1034 Hungary","","G2JQ+X3 Budapest, Hungary","4.5","88","https://www.google.com/maps/place/Monuments+and+memorials+to+the+Katy%C5%84+Massacre+in+Budapest/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741d959f9a4e291:0x391d0ca918fb3b7f!8m2!3d47.5324548!4d19.0377429?hl=en",
"106","Zero Kilometre Stone","Budapest, Clark Ádám tér, 1013 Hungary","","F2XR+43 Budapest, Hungary","4.3","520","https://www.google.com/maps/place/Zero+Kilometre+Stone/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc3c504206db:0xd744a89933a55784!8m2!3d47.4978707!4d19.0402487?hl=en",
"105","Gellért Hill Cave","Budapest, 1118 Hungary","","F3M2+WR Budapest, Hungary","4.4","2,760","https://www.google.com/maps/place/Gell%C3%A9rt+Hill+Cave/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc4eecb9b3bf:0xe4276ed6af22ada2!8m2!3d47.4848196!4d19.0520844?hl=en",
"104","Museum of Applied Arts","Budapest, Üllői út 33-37, 1091 Hungary","imm.hu","F3P9+C8 Budapest, Hungary","4.3","641","https://www.google.com/maps/place/Museum+of+Applied+Arts/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc582c04ba7f:0x7aae651443d34046!8m2!3d47.486119!4d19.0682847?hl=en",
"103","Oroszlános udvar","Budapest, Szent György tér 2, 1014 Hungary","oroszlanosudvar.hu","F2WQ+6X Budapest, Hungary","4.6","148","https://www.google.com/maps/place/Oroszl%C3%A1nos+udvar/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc3bf372f7a9:0x70dc34965912bdb7!8m2!3d47.4955755!4d19.0398822?hl=en",
"102","Margaret Island Musical Fountain","Budapest, 1138 Hungary","fokert.hu","G29V+GW Budapest, Hungary","4.8","16,385","https://www.google.com/maps/place/Margaret+Island+Musical+Fountain/@47.5076282,19.0059231,12z/data=!4m9!1m3!2m2!1shistorical+places+near+Budapest,+Hungary!6e1!3m4!1s0x4741dc07164e803b:0x59d48a732b3058c2!8m2!3d47.5187803!4d19.0447954?hl=en",
